z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,engine_temp,vibration,oil_pressure,rpm,battery_voltage,reconstruction_error,is_anomalous,diagnosis,diagnosis_text,severity
-0.85420626,-0.5687912,-1.0070603,-0.6420395,-2.062569,-0.5020376,1.3349204,2.0114887,0.628979,-0.31124997,2.4322162,-0.21589825,-0.19281036,-0.094835706,0.5155303,1.6244446,-0.73157245,-0.080761105,0.64322454,1.6718501,-1.0455425,-0.94340605,-0.7975102,-1.61782,-0.13573958,0.48468763,-0.42421523,1.9540101,-0.43454584,1.0705945,2.040636,-0.34586513,71.03818888139838,1.2524117379976407,73.4620082300674,1879.7844687739728,12.520194243646436,0.00026203349,0,normal,Normal operation: all sensor values within safe operating ranges,normal
1.1856002,-0.51070756,-0.3055396,-2.764291,0.53550303,0.6128116,0.67381346,0.4260478,0.42772052,1.3334354,-0.11091127,0.07723119,-1.1174432,-2.942918,-1.2250242,-0.17998984,2.4114373,0.5934482,0.3626833,0.38093978,-0.9328425,-2.0741065,-0.49840546,-3.6243417,-0.90381587,-0.45783153,0.83636284,4.307978,-1.5179428,2.1589897,2.2045856,1.6328919,108.90023793006134,0.6770693479912795,73.64656958973003,834.7067093395016,14.738148286265025,0.0002660174,0,normal,Normal operation: all sensor values within safe operating ranges,normal
0.5270913,-0.7491941,-0.27319443,-2.5472968,0.45197064,0.9287439,0.8658577,0.90508425,0.46221676,1.2807453,0.4021814,-0.45448002,-1.2220058,-2.672195,-1.8269151,-0.36092204,2.2298276,0.98300964,0.07464762,0.54237205,-0.65277165,-2.1189566,-0.5314845,-4.062861,-0.92790157,-0.066206336,1.1714833,4.3020616,-1.495692,1.8382102,2.033121,1.7175645,103.43349505061455,0.7625763468940991,94.08889657406442,769.5870970113767,14.477331646183943,0.0002194288,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-0.5807821,-0.75153667,-0.16081579,-1.6999761,-0.32821786,0.03551916,1.0957869,1.34528,-0.12623852,-0.3740994,1.7044127,-1.3641648,-0.26866388,-1.2077639,-1.4620991,0.19290803,0.9921776,1.6630799,0.7199672,1.3320639,-0.83367443,-0.620274,-1.0404627,-4.22775,-1.5170201,0.5466805,1.3093746,3.6969562,-1.3294364,0.75277716,0.68132836,1.2273237,77.8551901392209,2.793773163842335,99.27385335722197,719.1974760335614,12.89904457772288,0.00088848406,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-0.94543356,-0.47944856,-0.8217377,-1.2680407,-1.2543904,0.474042,0.73837596,1.9652867,-0.15903398,0.0067112194,1.726251,1.1811546,0.2310666,-0.14946681,0.39689296,0.59748745,-0.6747079,1.1407536,0.15262213,1.1577001,0.018712766,-0.54611844,0.008306187,-0.954958,0.04321631,0.08910913,-0.05389726,1.557366,0.14465632,1.9945359,2.54601,0.41463065,76.73247041807988,7.713684100941517,78.15262490404487,1873.429530438525,13.4603883828053,0.0002366181,0,bearing_fault,Bearing fault: excessive vibration or vibration with RPM instability,normal
0.7676899,-0.113622956,0.15520562,-1.7990727,-0.64701015,-1.3058062,0.32503125,0.29626685,-0.68386286,-1.0404752,0.69037056,-0.06812751,0.89659065,-0.7595452,0.25767806,0.51922786,0.6588558,0.87077206,1.6705478,1.1889094,-1.0924445,0.5692878,-1.0187548,-2.6990588,-1.8548856,0.007812612,0.573487,2.871751,-1.0894948,0.99394447,0.34468737,0.6715727,77.86275682080381,5.628223754865084,43.4490909934821,871.6568941076467,12.97654004651759,0.0005909873,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-0.7599846,-0.5133521,-0.37102252,-1.137124,-0.36402753,0.2753074,0.84424824,1.2672164,-0.074803896,-0.10619739,1.3091775,-0.5117161,-0.19784418,-0.66090375,-0.7299127,0.19912426,0.16248697,1.2486764,0.4325928,0.8722055,-0.39324087,-0.4757005,-0.347732,-2.318555,-0.5419214,0.29477042,0.78522706,1.9752883,-0.6624112,0.72893846,0.8543909,0.7903008,82.14991214145317,4.824304927295057,90.62384480207,1182.787374684054,12.977104478250878,0.0002992656,0,normal,Normal operation: all sensor values within safe operating ranges,normal
1.4426571,-0.049253613,-0.27012265,-1.7493442,-0.565249,-1.5523878,0.31121936,-0.21432008,0.24073869,-0.38341329,0.28401574,0.37022248,0.22013159,-1.2256804,0.7248934,0.73894835,0.80702895,-0.5653648,1.3527688,0.90444565,-1.4513575,-0.62104213,-0.9608735,-1.6489402,-1.2318151,-0.42639476,-0.51084715,2.5332322,-0.840301,1.2927667,1.0286579,-0.03971044,91.33100761397584,1.8321052035316816,24.47363809586683,1229.0311994967738,13.4794214208301,0.0004239045,0,normal,Normal operation: all sensor values within safe operating ranges,normal
0.7352085,-0.049697433,-0.33587945,-2.693308,-0.30879608,-0.20093048,-0.04715104,0.5607291,-0.86148554,-0.20348357,0.30011505,2.0513642,0.8689714,-1.0965322,0.93608403,0.30535865,0.3095305,1.1981252,1.0504067,0.775823,-0.45696878,0.112157844,-0.113341585,-1.1058981,-0.879609,-0.886693,0.011912014,2.4113266,-0.115093455,2.521966,2.2082152,0.82780695,87.29195993374987,9.76607029277173,38.0468268387537,1439.156961868253,14.111634154278867,0.00040897224,0,bearing_fault,Bearing fault: excessive vibration or vibration with RPM instability,normal
0.27609622,-0.90194064,0.44157118,-2.0261562,-0.5074455,0.36925143,0.15515219,1.275081,-0.20954607,0.4259643,0.910635,-0.10419496,-0.34885204,-1.4578204,-1.6364145,-0.41979715,1.9030448,1.6190132,0.1163266,0.951574,-0.4097555,-0.8887429,-0.9514071,-3.672359,-1.4961246,0.2616907,1.5535808,3.9429574,-0.9375391,1.7571261,1.7611299,1.9255881,81.66404367766954,4.607587933011278,91.96515495702768,699.8912906526939,14.452835682591637,0.0006809482,0,normal,Normal operation: all sensor values within safe operating ranges,normal
2.0336545,-0.5773998,0.28679842,-2.541327,-0.6810793,-0.6679806,-0.19571087,0.10904454,0.30879164,0.72717494,-0.0653713,0.8200261,-0.5176695,-2.3733058,-0.48863217,0.036153276,2.539532,0.08636201,0.52827185,0.83359855,-1.3347071,-1.4401541,-1.2324533,-2.9608793,-1.5671899,-0.35309872,0.35570312,4.5214825,-1.0584925,2.676296,2.4863076,1.5080534,94.94325769188318,1.1966886636274678,40.432733940956815,917.1251693078924,15.163891662095477,0.0011812187,0,normal,Normal operation: all sensor values within safe operating ranges,normal
0.6463544,-0.62748444,-0.3866096,-1.9217442,-2.0799935,-0.43117926,-0.088720486,1.3071826,0.15831153,0.3231821,1.2123976,2.0856128,0.22023149,-0.5326841,0.94799525,0.6819419,0.07694192,0.19745514,0.43050292,1.4864473,-0.7153419,-0.88245785,-0.7579488,-0.63956296,-0.6541847,-0.19818953,-0.78449035,2.6487617,0.41969937,3.0552986,3.5261214,0.24059266,75.321732061973,5.601822325965604,38.075525821682334,1904.5653102681365,14.6093937270009,0.00018621882,0,normal,Normal operation: all sensor values within safe operating ranges,normal
0.85975325,-0.5516007,-0.5551536,-1.222828,-1.870601,-1.1538726,0.3691097,0.8318324,0.7354446,0.15947062,1.2613444,1.0641065,-0.095667884,-0.60388726,1.0387734,1.2264248,0.124623835,-1.0354601,0.79109085,1.3951316,-1.3279818,-1.1995851,-0.91430074,-0.67321974,-0.5065837,-0.24045502,-1.1686062,2.3008676,-0.022966143,1.9681277,2.6093485,-0.4705106,81.73384632987921,1.037638167792255,30.99241133494368,1870.417843894092,13.86910656685605,0.000109207256,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-0.51041055,-0.8297486,-0.50630856,-1.024294,-1.149808,0.73137873,0.50538087,1.7663922,0.66297555,0.85925746,1.3122876,0.686229,-0.75802463,-0.7997212,-0.62001526,0.2773322,0.3946498,0.49204814,-0.55038244,0.9512427,0.0063562132,-1.736897,-0.22108208,-1.3060429,0.011662088,0.3203039,0.12477784,2.1754167,-0.14543268,1.9689028,2.8632364,0.6571378,84.42333608739516,3.448970770402192,88.53646916754828,1693.732178521387,14.27455079110434,0.00048509304,0,normal,Normal operation: all sensor values within safe operating ranges,normal
0.9464157,-0.30573028,0.25894117,-2.2464578,0.03561631,-0.5017351,0.1915645,0.27673638,-0.60321164,-0.21581636,0.2795085,-0.030658856,0.3307129,-1.5300157,-0.496107,-0.123380214,1.7242693,1.225845,1.0117842,0.66236913,-0.85952157,-0.1227829,-0.88409597,-3.2430272,-1.673325,-0.18710083,1.1756543,3.4617,-1.1856706,1.3983562,0.7681894,1.4521899,88.02555125496528,5.373516581959043,60.27511499456743,626.4463282646893,13.80710807457871,0.00091660337,0,normal,Normal operation: all sensor values within safe operating ranges,normal
0.057880674,0.023732856,-0.43838394,-2.9552672,1.1340013,0.9993455,0.67187726,0.57253516,-0.8058294,0.4540502,0.14323716,1.1083679,0.25315887,-1.8993692,-0.089043185,-0.24431403,0.8569322,1.9693315,0.7477069,0.07306427,-0.20921576,-0.44174752,0.48557824,-2.1618664,-0.64549565,-0.8225458,1.0531702,2.5547075,-0.8450572,1.7669039,1.3126558,1.363085,101.25245239398622,9.076395491210798,74.429540827928,1057.5711989938263,13.820104555354416,0.00010280176,0,bearing_fault,Bearing fault: excessive vibration or vibration with RPM instability,normal
0.68653834,-0.35884625,-0.10298616,-1.2429025,-1.3561423,-1.0013258,-0.110345915,0.64795506,0.013862191,-0.27742052,0.7654344,0.929372,0.33796716,-0.30731156,0.57551825,0.4978667,0.20191899,0.05853012,0.7213755,1.0945877,-0.86442274,-0.28794742,-0.7780633,-0.9588442,-0.8760756,-0.012407312,-0.29485765,1.979447,-0.015892727,1.611775,1.7683879,0.15445983,78.09801817215124,4.568378904011938,38.79113812857897,1478.9928194355564,13.808833438093592,0.00019866097,0,normal,Normal operation: all sensor values within safe operating ranges,normal
0.66598815,-0.85963607,0.31017584,-2.939616,-0.37376773,0.97031707,-0.20469807,1.2775522,-0.35669842,1.109331,0.31897986,1.520373,-0.28091645,-2.048094,-1.0785006,-0.5176192,2.1215239,1.73306,-0.12193928,0.68896127,-0.13497245,-1.2377695,-0.30414176,-2.9281125,-1.1572399,-0.2516383,1.3550915,4.315454,-0.6283727,3.0928862,3.1917014,2.2864096,90.33000322571272,7.063585438523423,80.61269584522113,985.0871742939122,15.443294988462894,0.0006817438,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-1.2706643,-0.030578345,-1.4789191,-2.6106567,0.27733025,1.2627472,1.3764296,1.6009787,-0.631462,0.26745188,1.5470673,1.4568739,0.3921559,-1.1500225,0.8831526,0.83663553,-0.9600741,1.8231219,0.80639464,0.66785496,-0.15329635,-0.48477647,0.8514912,-1.0612015,0.42537746,-0.84771425,0.13142663,1.6035804,-0.42848283,1.8984278,2.2349012,0.45319405,94.32446081726846,10.156808592298324,80.27122328014705,1873.145242449232,13.022952523313176,0.00017536397,0,bearing_fault,Bearing fault: excessive vibration or vibration with RPM instability,normal
0.51888186,-0.42431802,-0.17329758,-0.840823,-1.8601729,-1.5055969,0.26162523,0.9146229,0.2588479,-0.585166,1.402597,0.19566351,0.2859208,-0.09411689,0.49234277,0.93342966,0.07997726,-0.27059954,1.0017686,1.5673492,-1.2148725,-0.37713557,-1.1480954,-1.557014,-1.0934435,0.34908387,-0.36562455,2.275882,-0.32453698,1.1921573,1.6120917,-0.15997487,71.41071285769016,2.0428023600532,43.75881148391754,1486.896674740604,13.25088153329524,0.0002533851,0,normal,Normal operation: all sensor values within safe operating ranges,normal
1.1913449,-0.1799686,0.07376867,-2.1103642,0.18362841,-0.71874076,0.3681567,0.02762559,-0.21935935,-0.13343078,0.06487626,-0.26867923,0.06405577,-1.7784826,-0.3665028,0.069677204,1.7085422,0.617716,1.0898186,0.55293703,-1.0391095,-0.49451864,-0.93496215,-3.1131725,-1.5033779,-0.23025747,0.7439637,3.2791622,-1.3259952,1.1684359,0.66701776,1.1151804,94.20835825397684,3.0995685251075566,52.954840456529496,701.8153598764331,13.6883243044541,0.00056514336,0,normal,Normal operation: all sensor values within safe operating ranges,normal
0.813539,-0.6806915,-0.311162,-1.8310263,-2.1346395,-0.47873968,-0.095075995,1.2199535,0.37981874,0.46415907,1.1560717,1.9637874,-0.001481995,-0.65445006,0.81150013,0.6855792,0.29863152,-0.045064036,0.36524743,1.4620223,-0.84192634,-1.104518,-0.8609453,-0.68241143,-0.6530825,-0.15259203,-0.811488,2.7836752,0.34122568,3.017458,3.5525806,0.21798664,76.60109941835458,4.340289099664224,37.079674872543386,1873.541555372065,14.733845896448695,0.0005018435,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-1.366103,-0.7893222,-0.97136945,-0.94909596,-1.7324413,0.6912893,1.2451328,2.564061,0.418066,0.2839325,2.4328578,0.46295452,-0.4187979,-0.326547,-0.14571516,0.9762716,-0.5262669,0.91542524,-0.18825352,1.4970754,-0.15855502,-1.3342899,-0.3263253,-1.567957,0.1941469,0.54278564,0.014867878,2.0232027,-0.14508487,1.8190775,2.865286,0.3525672,73.32555266158805,4.260195099352994,98.25591527037572,1940.2922885365836,13.250469012645922,0.00051825866,0,normal,Normal operation: all sensor values within safe operating ranges,normal
0.8814273,-0.15743788,-0.2738347,-3.1823547,1.2691654,0.6218225,0.7614451,0.18813896,-0.377504,0.74815804,-0.15171213,0.33361053,-0.31158307,-2.7795017,-0.7689787,-0.33238167,2.0092394,1.4404105,0.8586356,0.114656284,-0.69993657,-1.1808827,-0.14427906,-3.5257645,-1.1409743,-0.7725434,1.1771382,3.8556075,-1.4607826,1.8342216,1.3208842,1.6937559,108.05369887838911,4.815440325257209,70.67342530579575,709.5884441240675,14.150571111028391,0.00033972115,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-0.89470655,0.10110876,-1.2878326,-3.581923,1.6014733,1.9414796,1.625612,1.1435043,-0.68967295,0.8022564,0.84936535,1.0074897,-0.07466509,-2.5438292,-0.032696616,0.35940927,0.22002515,2.5510657,0.794312,0.16279845,-0.26405996,-1.0905843,1.0646642,-2.4670727,0.032130294,-1.03282,0.9060264,2.7465434,-1.179581,1.8498601,1.7631919,1.1972669,109.14120359271668,9.2809914235453,94.588085742203,1345.1045960606043,13.352900569596091,0.00016538303,0,overheating,Engine overheating: extreme temperature (>105°C) with high vibration,normal
0.89232993,0.33430368,-0.43748486,-2.7156377,0.91509897,-0.22848636,0.5848119,-0.17700644,-0.6411374,-0.16189636,-0.24851009,0.78259677,0.51008475,-1.8528204,0.6861545,0.30048385,0.8577635,1.0211216,1.3824626,0.18046595,-0.84366405,-0.09794626,-0.088667884,-1.8921618,-0.8926962,-1.0085838,0.4154339,2.3519945,-1.0007985,1.3769865,0.6382431,0.78945595,101.59311373813996,6.709782489581779,43.16166961030511,1024.7745888365043,13.420398736703817,0.0006282282,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-0.26139522,-0.5802759,-0.0011863261,-1.4330645,-0.45731935,0.43502814,0.22479528,1.2252561,-0.26079214,0.10835721,0.84575427,0.3269785,-0.027479634,-0.7070915,-0.7196691,-0.12809944,0.55756325,1.377138,0.15816525,0.7139061,-0.12341158,-0.39755306,-0.29737937,-1.9977387,-0.7329842,0.1224588,0.91470104,2.1469896,-0.41740304,1.3905236,1.4489049,1.163489,82.31807589986946,6.780737125969633,83.23612359357827,1149.943070094015,13.785098862965215,0.0002676432,0,normal,Normal operation: all sensor values within safe operating ranges,normal
0.22188386,-0.8068382,0.44047874,-1.3034749,-1.0611542,-0.3248213,0.13151914,1.2270408,-0.10132143,-0.08063287,1.1394149,-0.38189685,-0.17918715,-0.82581496,-1.2555035,-0.036544736,1.3454862,1.1052841,0.29924324,1.2294544,-0.6230626,-0.5766126,-1.1698942,-3.09079,-1.504062,0.5191344,1.0863148,3.2176821,-0.7861397,1.2707171,1.3247914,1.2827203,74.35169995806707,3.442678814897335,80.72566421972031,851.1818308168516,13.89601536961807,0.0005530865,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-0.38694236,-0.0749886,-0.6684143,-2.0601285,0.5226304,0.91571623,0.70545065,0.8517087,-0.40135202,0.40718547,0.5007646,0.9590957,0.06732164,-1.2063812,0.11308786,0.09053469,0.037469473,1.3867122,0.43813714,0.22432382,-0.13894574,-0.5611574,0.5121081,-1.193708,-0.04729084,-0.5959186,0.48710385,1.5375447,-0.4472653,1.4270859,1.4321626,0.7414625,97.41046305512398,8.016381831648706,75.96015395405328,1409.7928689891803,13.50840315244855,0.0006373863,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-1.8046755,-0.3890248,-1.5520995,-2.209946,-0.19958898,1.51688,1.6181446,2.2099988,-0.4454045,0.3914394,2.1028855,1.1308612,0.13161609,-0.94621825,0.37650368,0.79660857,-1.0893818,2.0046663,0.42805976,0.9471712,0.09177178,-0.7850978,0.80481,-1.3692881,0.57821226,-0.33236676,0.23724607,1.758437,-0.3595854,1.9806981,2.6359756,0.57694596,88.13883993711673,9.310858631150268,97.72405284318612,1941.2340378137355,13.0227641504502,0.00035619695,0,bearing_fault,Bearing fault: excessive vibration or vibration with RPM instability,normal
0.30320278,0.77456033,-1.390491,-5.5870585,1.6696968,0.7075694,1.245585,0.41075814,-2.2242532,-0.66929543,0.6456541,2.927515,1.8696653,-2.7445064,2.1808221,0.91197693,0.14740509,3.402434,2.588292,0.5155904,-0.7783818,0.6913844,0.8499639,-2.713234,-1.1360908,-2.244302,0.80906415,3.7586648,-1.349973,3.1848087,2.0795214,1.446435,103.55293359680516,15.82548355646633,43.08055035044674,1304.0633646686429,13.146403597173784,0.0017821158,1,bearing_fault,Bearing fault: excessive vibration or vibration with RPM instability,medium
1.9401836,-0.14229178,0.1062801,-2.2059007,-0.42910907,-1.8823642,0.42341733,-0.28856623,0.080602296,-0.61202914,0.19651762,-0.4753214,0.2330666,-1.8467842,0.015381061,0.59283507,1.8369306,-0.20440893,1.6736492,1.0032092,-1.7055235,-0.5753485,-1.5765706,-3.4710777,-2.1089482,-0.089411154,0.2260428,3.9018977,-1.7262712,1.2197143,0.68137693,0.69981366,90.5117501245436,0.2472434495485214,29.890993411546717,715.4281192303733,13.515459536143762,0.00081453705,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-0.6972134,-0.4163695,-0.47373605,-1.0428375,-1.1264799,-0.16760956,0.7204648,1.4761004,-0.32054237,-0.57077456,1.582272,0.15342677,0.36852092,-0.035431623,0.16679808,0.6177451,-0.50350904,1.1962786,0.7417212,1.2316833,-0.5234088,0.08837021,-0.41892374,-1.7359161,-0.6359914,0.30808875,0.40791667,1.6946757,-0.3461355,1.1078073,1.253498,0.45476907,72.52498990641836,6.462659834649673,73.91189384771803,1467.555069361512,12.823583776943506,0.00030641904,0,normal,Normal operation: all sensor values within safe operating ranges,normal
0.074343294,-0.1733228,-0.94412506,-2.0028896,0.8397419,0.27077484,1.3411356,0.50411767,0.58682317,0.5440418,0.5822952,-0.8460049,-0.86887705,-2.1343303,-0.7647782,0.51414776,0.9055867,0.3555974,0.7248426,0.33819446,-0.89509964,-1.7491747,-0.25695753,-2.9199607,-0.34463778,-0.39414352,0.27001292,2.7299993,-1.3764472,0.66761965,0.93879074,0.493043,106.19139680293146,0.6670081511424497,77.92262201958496,1075.491502173959,13.1683583652096,0.00024772066,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-0.083465904,-0.6344264,-0.42280096,-0.8393565,-1.539955,0.021431707,0.31030956,1.4281273,0.61642325,0.43945414,1.2038358,0.9280341,-0.3554895,-0.4263979,0.20799465,0.52907455,0.053299043,0.017144397,-0.10680189,1.0322133,-0.31887755,-1.2457368,-0.4449538,-0.69414455,-0.06404901,0.21711326,-0.37519553,1.7815963,0.09166851,1.8958611,2.6152654,0.15074334,80.12844800330029,3.426050890625409,66.05608819778428,1798.3013772020245,14.037638211733992,0.00045073178,0,normal,Normal operation: all sensor values within safe operating ranges,normal
0.92989457,0.06148596,-0.6143137,-1.6544328,-0.0037623495,-1.2862579,0.85391235,-0.20545949,0.4148827,-0.326572,0.37493291,-0.22830379,0.03264968,-1.3597281,0.6083352,0.88716716,0.516788,-0.49483716,1.390711,0.74445784,-1.4433607,-0.78424716,-0.66340315,-1.9133554,-0.8081196,-0.45392588,-0.37468514,2.21348,-1.1352372,0.6366207,0.5130994,-0.17934561,97.22758361271812,1.1310185795951595,36.30401765526824,1207.951074846916,12.908552723832187,0.00021274481,0,normal,Normal operation: all sensor values within safe operating ranges,normal
1.0704522,-0.63876873,0.526042,-2.3744853,-0.7198521,-0.22696644,-0.46417347,0.7893592,-0.4432684,0.32399118,0.29518652,1.0481945,0.16198422,-1.4848099,-0.5887369,-0.2502833,1.9302368,1.2359091,0.40174028,0.8561284,-0.5842239,-0.5152404,-0.9092969,-2.6844864,-1.4914863,-0.13860814,1.0827918,3.8039715,-0.6009674,2.4097323,2.178359,1.8209487,83.2582291164418,6.13327232512639,59.46589612631561,869.8426722628845,14.895297708641806,0.00060448376,0,bearing_fault,Bearing fault: excessive vibration or vibration with RPM instability,normal
0.96576786,0.09438142,-0.00015070662,-2.398427,0.29870003,-0.6400479,0.23429114,0.08967965,-0.8709468,-0.46586573,0.030378394,0.6403024,0.77661467,-1.4285306,0.3796555,0.114428565,1.0874419,1.1732868,1.3575331,0.49333078,-0.7896796,0.29545826,-0.43504125,-2.3018708,-1.3652426,-0.5690425,0.7208149,2.7087917,-0.8919302,1.4657794,0.6607312,1.0718303,90.5412908335358,7.336554425309809,43.85994491596812,868.2329226944081,13.516541766217312,0.00043979316,0,bearing_fault,Bearing fault: excessive vibration or vibration with RPM instability,normal
